User_ID,Install_Date,Language,Country,Mobile_Device
147,2020-04-04,ro,RO,"iPhone6,2"
148,2020-04-05,en,GB,"iPad3,4"
149,2020-04-06,en,CA,"iPhone6,1"
150,2020-04-05,en,US,"iPhone6,1"
151,2020-04-01,en,US,"iPhone8,1"
152,2020-04-03,en,US,"iPhone8,1"
153,2020-04-01,en,US,"iPhone5,2"
154,2020-04-04,en,US,"iPhone7,2"
155,2020-04-06,en,GB,"iPhone6,2"
156,2020-04-03,en,US,"iPad5,1"
157,2020-04-06,es,ES,"iPad5,4"
158,2020-04-04,en,US,"iPod7,1"
159,2020-04-05,nb,NO,"iPhone7,2"
160,2020-04-07,en,US,"iPhone5,3"
161,2020-04-07,en,AU,"iPhone5,2"
162,2020-04-02,en,US,"iPhone8,1"
163,2020-04-04,en,AU,"iPad2,5"
164,2020-04-02,en,US,"iPad2,2"
165,2020-04-01,en,US,"iPhone6,1"
166,2020-04-06,en,US,"iPhone5,2"
167,2020-04-05,en,AU,"iPhone3,1"
168,2020-04-02,en,US,"iPod5,1"
169,2020-04-06,en,GB,"iPad4,7"
170,2020-04-02,en,MY,"iPad4,8"
171,2020-04-01,en,US,"iPhone7,1"
172,2020-04-05,es,CO,"iPad2,4"
173,2020-04-02,it,IT,"iPhone6,2"
174,2020-04-05,en,US,"iPad3,4"
175,2020-04-02,it,IT,"iPhone7,2"
176,2020-04-06,en,US,"iPhone7,2"
177,2020-04-01,en,US,"iPhone8,1"
178,2020-04-04,tr,TR,"iPad4,1"
179,2020-04-03,en,US,"iPhone8,2"
180,2020-04-06,en,US,"iPhone7,2"
181,2020-04-02,nl,BE,"iPad4,4"
182,2020-04-01,en,US,"iPhone8,2"
183,2020-04-07,en,GB,"iPad6,7"
184,2020-04-05,ru,RU,"iPhone8,1"
185,2020-04-05,en,US,"iPad4,2"
186,2020-04-02,en,AU,"iPhone5,2"
187,2020-04-05,en,US,"iPod7,1"
188,2020-04-03,en,US,"iPad2,5"
189,2020-04-06,ru,RU,"iPhone7,2"
190,2020-04-05,ru,RU,"iPad5,3"
191,2020-04-07,nl,NL,"iPhone6,2"
192,2020-04-04,lo,LA,"iPhone7,2"
193,2020-04-05,en,US,"iPhone8,2"
194,2020-04-02,es,ES,"iPhone7,2"
195,2020-04-03,tr,TR,"iPad2,5"
196,2020-04-04,tr,TR,"iPhone6,2"
197,2020-04-06,tr,TR,"iPhone6,2"
198,2020-04-07,en,EG,"iPhone8,1"
199,2020-04-07,en,US,"iPhone6,1"
200,2020-04-03,en,CA,"iPod4,1"
201,2020-04-06,en,US,"iPhone5,2"
202,2020-04-03,en,GB,"iPhone7,2"
203,2020-04-07,ru,RU,"iPhone7,2"
204,2020-04-01,en,US,"iPhone8,1"
205,2020-04-07,en,GB,"iPhone5,2"
206,2020-04-07,en,US,"iPhone7,2"
207,2020-04-02,en,US,"iPad3,1"
208,2020-04-07,en,US,"iPhone5,1"
209,2020-04-06,en,GB,"iPhone7,2"
210,2020-04-05,en,US,"iPhone7,2"
211,2020-04-07,en,US,"iPhone6,1"
212,2020-04-01,en,US,"iPod7,1"
213,2020-04-02,en,NZ,"iPad4,1"
214,2020-04-01,en,US,"iPhone5,3"
215,2020-04-03,en,US,"iPad2,4"
216,2020-04-01,de,DE,"iPhone6,2"
217,2020-04-04,en,US,"iPad2,1"
218,2020-04-06,en,US,"iPad4,7"
219,2020-04-06,en,IS,"iPad2,5"
220,2020-04-01,de,DE,"iPhone6,2"
221,2020-04-05,en,US,"iPod5,1"
222,2020-04-06,zh,Ha,"iPhone8,1"
223,2020-04-06,en,US,"iPhone5,1"
224,2020-04-05,en,US,"iPad5,3"
225,2020-04-02,en,GB,"iPhone7,2"
226,2020-04-04,ru,IL,"iPhone7,1"
227,2020-04-07,en,US,"iPhone7,2"
228,2020-04-07,en,US,"iPhone7,2"
229,2020-04-06,en,AU,"iPhone3,1"
230,2020-04-07,en,AU,"iPad4,1"
231,2020-04-07,en,US,"iPhone5,3"
232,2020-04-06,en,US,"iPhone4,1"
233,2020-04-06,en,DZ,"iPhone8,1"
234,2020-04-04,en,GB,"iPhone6,2"
235,2020-04-04,en,US,"iPhone8,1"
236,2020-04-06,en,AU,"iPad5,3"
237,2020-04-05,en,AU,"iPad4,1"
238,2020-04-03,en,US,"iPhone7,2"
239,2020-04-06,nb,NO,"iPhone5,4"
240,2020-04-06,nb,NO,"iPhone6,2"
241,2020-04-02,en,US,"iPad4,4"
242,2020-04-05,en,US,"iPhone7,2"
243,2020-04-05,ar,US,"iPad5,3"
244,2020-04-07,de,AT,"iPhone7,2"
245,2020-04-04,en,US,"iPhone7,2"
246,2020-04-01,en,US,"iPhone6,1"
247,2020-04-05,en,US,"iPhone8,1"
248,2020-04-05,en,US,"iPhone7,2"
249,2020-04-04,nb,NO,"iPhone5,2"
250,2020-04-05,en,US,"iPhone8,1"
251,2020-04-05,da,DK,"iPad3,6"
252,2020-04-05,en,US,"iPhone6,1"
253,2020-04-05,da,DK,"iPhone6,2"
254,2020-04-03,ar,SA,"iPad2,6"
255,2020-04-03,en,AE,"iPad4,4"
256,2020-04-04,tr,TR,"iPhone5,2"
257,2020-04-03,en,US,"iPhone7,2"
258,2020-04-02,en,US,"iPad2,1"
259,2020-04-06,tr,TR,"iPhone7,2"
260,2020-04-04,en,US,"iPhone8,1"
261,2020-04-07,en,US,"iPhone6,1"
262,2020-04-04,nb,NO,"iPhone5,4"
263,2020-04-07,en,US,"iPad2,5"
264,2020-04-06,en,US,"iPhone8,1"
265,2020-04-01,ja,JP,"iPhone8,1"
266,2020-04-06,en,GB,"iPhone6,2"
267,2020-04-05,de,DE,"iPad4,1"
268,2020-04-05,en,AU,"iPhone3,1"
269,2020-04-04,en,US,"iPhone3,2"
270,2020-04-01,en,ZW,"iPhone5,2"
271,2020-04-03,en,AU,"iPad5,3"
272,2020-04-01,en,CA,"iPhone7,2"
273,2020-04-06,en,IN,"iPhone7,2"
274,2020-04-06,en,US,"iPhone8,1"
275,2020-04-05,en,US,"iPhone6,1"
276,2020-04-06,en,US,"iPhone5,3"
277,2020-04-03,en,US,"iPhone5,2"
278,2020-04-03,en,US,"iPhone7,2"
279,2020-04-05,en,GB,"iPhone6,2"
280,2020-04-03,en,CA,"iPhone5,3"
281,2020-04-03,en,SA,"iPhone8,1"
282,2020-04-02,nb,NO,"iPhone6,2"
283,2020-04-01,en,US,"iPhone5,2"
284,2020-04-01,en,NZ,"iPad4,2"
285,2020-04-07,es,US,"iPod5,1"
286,2020-04-02,en,US,"iPhone8,2"
287,2020-04-06,nb,DK,"iPad2,5"
288,2020-04-03,en,CA,"iPhone8,2"
289,2020-04-01,nl,NL,"iPhone8,1"
290,2020-04-06,en,GB,"iPhone6,2"
291,2020-04-01,gs,_C,"iPhone6,2"
292,2020-04-05,en,NZ,"iPad2,4"
293,2020-04-06,en,US,"iPhone7,2"
294,2020-04-06,es,ES,"iPhone5,2"
295,2020-04-02,en,US,"iPhone8,1"
296,2020-04-03,en,PH,"iPhone8,1"
297,2020-04-05,ja,JP,"iPhone8,1"
298,2020-04-06,en,SG,"iPhone6,2"
299,2020-04-04,en,SG,"iPad3,1"
300,2020-04-04,en,US,"iPhone6,1"
301,2020-04-03,en,US,"iPhone7,2"
302,2020-04-04,en,US,"iPhone7,2"
303,2020-04-07,en,US,"iPhone7,2"
304,2020-04-04,en,US,"iPhone5,1"
305,2020-04-06,fr,FR,"iPad4,4"
306,2020-04-04,en,AU,"iPad5,3"
307,2020-04-03,da,DK,"iPad4,1"
308,2020-04-01,en,US,"iPhone6,1"
309,2020-04-02,en,US,"iPhone7,2"
310,2020-04-02,pt,JP,"iPad5,4"
311,2020-04-05,en,GB,"iPhone5,4"
312,2020-04-06,en,US,"iPhone7,2"
313,2020-04-07,en,US,"iPhone6,1"
314,2020-04-05,en,GB,"iPhone5,2"
315,2020-04-04,en,GB,"iPhone8,1"
316,2020-04-02,en,FJ,"iPhone7,2"
317,2020-04-03,en,US,"iPhone6,1"
318,2020-04-01,ca,ES,"iPhone6,2"
319,2020-04-01,en,IN,"iPad4,1"
320,2020-04-02,en,GB,"iPad4,2"
321,2020-04-07,en,US,"iPhone7,1"
322,2020-04-02,en,CA,"iPhone8,1"
323,2020-04-02,en,GB,"iPad4,4"
324,2020-04-05,en,US,"iPhone8,1"
325,2020-04-06,en,US,"iPhone8,2"
326,2020-04-02,en,GB,"iPad4,1"
327,2020-04-06,en,US,"iPad2,1"
328,2020-04-02,en,US,"iPhone8,2"
329,2020-04-04,en,AU,"iPad5,4"
330,2020-04-06,it,IT,"iPhone5,4"
331,2020-04-07,en,US,"iPhone7,2"
332,2020-04-05,en,US,"iPhone5,3"
333,2020-04-01,en,US,"iPhone3,3"
334,2020-04-02,en,US,"iPhone6,1"
335,2020-04-04,en,PH,"iPhone7,2"
336,2020-04-05,en,GB,"iPhone8,1"
337,2020-04-01,en,US,"iPhone6,1"
338,2020-04-05,en,US,"iPhone7,2"
339,2020-04-02,en,US,"iPhone8,2"
340,2020-04-01,en,US,"iPhone6,1"
341,2020-04-02,es,AR,"iPhone5,3"
342,2020-04-03,en,US,"iPhone7,2"
343,2020-04-01,en,US,"iPad2,5"
344,2020-04-07,en,AU,"iPhone6,2"
345,2020-04-04,en,SG,"iPad5,3"
346,2020-04-05,en,LB,"iPhone7,2"
347,2020-04-01,en,US,"iPod4,1"
348,2020-04-06,en,KH,"iPhone8,2"
349,2020-04-05,en,US,"iPhone8,2"
350,2020-04-01,en,CA,"iPhone7,2"
351,2020-04-07,es,CL,"iPhone8,1"
352,2020-04-01,nl,BE,"iPhone6,2"
353,2020-04-05,en,US,"iPad2,1"
354,2020-04-07,en,US,"iPhone5,3"
355,2020-04-02,en,US,"iPhone7,2"
356,2020-04-06,en,PH,"iPhone5,2"
357,2020-04-06,en,RU,"iPhone4,1"
358,2020-04-07,en,NO,"iPhone5,2"
359,2020-04-01,en,US,"iPad4,4"
360,2020-04-04,en,US,"iPhone5,3"
361,2020-04-06,en,GB,"iPhone7,2"
362,2020-04-05,en,GB,"iPhone5,4"
363,2020-04-01,en,GB,"iPhone5,4"
364,2020-04-06,fr,FR,"iPad2,5"
365,2020-04-06,en,US,"iPhone6,1"
366,2020-04-05,en,US,"iPhone4,1"
367,2020-04-07,en,BY,"iPhone6,1"
368,2020-04-05,es,PE,"iPad5,3"
369,2020-04-03,en,US,"iPhone5,2"
370,2020-04-07,en,NZ,"iPhone4,1"
371,2020-04-04,en,US,"iPhone8,1"
372,2020-04-05,en,US,"iPhone7,2"
373,2020-04-07,zh,HK,"iPad4,4"
374,2020-04-02,en,US,"iPhone4,1"
375,2020-04-06,de,HK,"iPhone7,2"
376,2020-04-05,en,US,"iPad5,4"
377,2020-04-06,en,US,"iPhone6,1"
378,2020-04-06,en,US,"iPhone8,1"
379,2020-04-03,en,US,"iPad4,1"
380,2020-04-01,en,US,"iPhone8,1"
381,2020-04-04,id,ID,"iPhone5,2"
382,2020-04-02,en,JO,"iPad2,2"
383,2020-04-01,en,AF,"iPod7,1"
384,2020-04-06,en,US,"iPhone5,3"
385,2020-04-07,en,US,"iPhone3,3"
386,2020-04-06,en,US,"iPad2,5"
387,2020-04-03,en,US,"iPhone7,2"
388,2020-04-04,fi,FI,"iPhone4,1"
389,2020-04-03,en,US,"iPhone8,2"
390,2020-04-01,en,US,"iPhone7,2"
391,2020-04-05,en,US,"iPhone8,1"
392,2020-04-04,en,US,"iPhone7,2"
393,2020-04-07,en,US,"iPhone6,2"
394,2020-04-07,en,GB,"iPhone7,2"
395,2020-04-05,en,AU,"iPhone7,1"
396,2020-04-05,en,US,"iPad2,5"
397,2020-04-06,en,US,"iPod5,1"
398,2020-04-06,en,US,"iPhone6,1"
399,2020-04-01,en,US,"iPhone3,3"
400,2020-04-07,ar,KW,"iPhone7,2"
401,2020-04-01,en,US,"iPhone6,1"
402,2020-04-06,en,GB,"iPhone7,2"
403,2020-04-04,en,US,"iPhone5,2"
404,2020-04-07,en,US,"iPhone6,1"
405,2020-04-05,en,AU,"iPhone7,2"
406,2020-04-01,es,ES,"iPad4,7"
407,2020-04-06,ar,US,"iPhone7,1"
408,2020-04-02,en,US,"iPhone7,2"
409,2020-04-06,fr,BE,"iPad2,2"
410,2020-04-02,fr,FR,"iPhone7,2"
411,2020-04-04,en,US,"iPhone7,2"
412,2020-04-05,en,CN,"iPad4,7"
413,2020-04-05,en,US,"iPhone8,1"
414,2020-04-01,en,US,"iPad5,1"
415,2020-04-06,da,DK,"iPhone5,2"
416,2020-04-01,en,US,"iPhone7,2"
417,2020-04-06,en,US,"iPhone7,2"
418,2020-04-02,nb,NO,"iPhone4,1"
419,2020-04-06,ru,RU,"iPad2,5"
420,2020-04-02,en,GY,"iPad4,4"
421,2020-04-06,en,US,"iPad3,1"
422,2020-04-05,en,US,"iPhone4,1"
423,2020-04-07,en,US,"iPhone7,1"
424,2020-04-03,en,US,"iPod5,1"
425,2020-04-01,en,US,"iPhone8,1"
426,2020-04-04,en,MY,"iPhone8,2"
427,2020-04-02,en,US,"iPhone8,2"
428,2020-04-03,en,US,"iPhone8,2"
429,2020-04-05,en,US,"iPhone8,1"
430,2020-04-03,en,US,"iPhone8,1"
431,2020-04-01,ru,RU,"iPhone5,2"
432,2020-04-01,en,US,"iPhone7,1"
433,2020-04-03,en,US,"iPhone7,1"
434,2020-04-06,zh,CN,"iPad2,5"
435,2020-04-05,nl,BE,"iPad2,1"
436,2020-04-02,en,GB,"iPhone3,1"
437,2020-04-07,en,US,"iPhone5,3"
438,2020-04-04,en,GM,"iPhone3,1"
439,2020-04-06,en,US,"iPod5,1"
440,2020-04-01,nl,NL,"iPad2,4"
441,2020-04-02,en,US,"iPhone6,1"
442,2020-04-06,pt,BR,"iPad4,4"
443,2020-04-01,en,CO,"iPhone6,1"
444,2020-04-07,ko,KR,"iPhone6,2"
445,2020-04-01,en,US,"iPhone7,1"
446,2020-04-06,en,US,"iPhone7,1"
447,2020-04-05,vi,VN,"iPhone8,2"
448,2020-04-01,en,US,"iPhone8,1"
449,2020-04-05,en,US,"iPod5,1"
450,2020-04-01,en,US,"iPhone7,2"
451,2020-04-01,it,IT,"iPhone5,2"
452,2020-04-06,en,US,"iPhone8,2"
453,2020-04-06,en,US,"iPad3,2"
454,2020-04-06,en,US,"iPhone6,1"
455,2020-04-05,en,US,"iPod7,1"
456,2020-04-01,en,US,"iPhone8,1"
457,2020-04-07,en,US,"iPhone8,1"
458,2020-04-01,es,EC,"iPhone7,2"
459,2020-04-05,fr,FR,"iPad3,1"
460,2020-04-07,en,US,"iPhone8,1"
461,2020-04-05,vi,VN,"iPad4,2"
462,2020-04-05,en,US,"iPhone5,3"
463,2020-04-06,en,US,"iPhone6,1"
464,2020-04-01,en,US,"iPhone6,1"
465,2020-04-02,en,US,"iPhone6,1"
466,2020-04-05,en,SA,"iPhone7,2"
467,2020-04-05,en,CA,"iPhone6,1"
468,2020-04-01,en,US,"iPhone5,3"
469,2020-04-04,de,AT,"iPhone7,2"
470,2020-04-03,en,US,"iPhone8,1"
471,2020-04-05,en,US,"iPhone7,2"
472,2020-04-01,en,US,"iPhone6,1"
473,2020-04-07,en,CA,"iPhone6,1"
474,2020-04-04,en,GB,"iPad4,1"
475,2020-04-01,en,US,"iPhone8,1"
476,2020-04-07,en,AU,"iPhone4,1"
477,2020-04-03,nb,NO,"iPhone5,4"
478,2020-04-05,en,US,"iPad4,2"
479,2020-04-05,en,BS,"iPhone6,1"
480,2020-04-05,en,US,"iPhone6,1"
481,2020-04-02,en,US,"iPhone6,1"
482,2020-04-01,en,US,"iPad5,3"
483,2020-04-02,tr,TR,"iPhone6,2"
484,2020-04-05,en,US,"iPhone3,3"
485,2020-04-02,en,SG,"iPhone5,2"
486,2020-04-02,en,GB,"iPhone7,2"
487,2020-04-06,en,US,"iPad2,4"
488,2020-04-02,en,NZ,"iPad5,3"
489,2020-04-05,en,US,"iPad4,4"
490,2020-04-07,en,US,"iPad2,6"
491,2020-04-06,en,GB,"iPhone5,2"
492,2020-04-06,en,PT,"iPad5,4"
493,2020-04-01,en,US,"iPhone6,1"
494,2020-04-01,en,US,"iPhone5,3"
495,2020-04-05,en,US,"iPhone7,2"
496,2020-04-05,en,US,"iPhone5,2"
497,2020-04-05,en,GB,"iPhone5,2"
498,2020-04-05,es,MX,"iPhone7,2"
499,2020-04-03,en,GB,"iPhone8,2"
500,2020-04-05,en,NZ,"iPhone4,1"
501,2020-04-04,en,TW,"iPhone6,2"
502,2020-04-03,it,IT,"iPad4,1"
503,2020-04-05,en,US,"iPad4,1"
504,2020-04-06,en,US,"iPhone8,1"
505,2020-04-05,en,US,"iPhone7,2"
506,2020-04-06,en,US,"iPhone8,1"
507,2020-04-01,en,GE,"iPhone8,1"
508,2020-04-06,en,UM,"iPhone3,1"
509,2020-04-03,en,US,"iPhone5,3"
510,2020-04-07,en,US,"iPhone7,1"
511,2020-04-04,en,GB,"iPhone7,2"
512,2020-04-05,en,IN,"iPhone6,2"
513,2020-04-05,en,US,"iPhone7,2"
514,2020-04-04,en,US,"iPhone7,2"
515,2020-04-04,en,GB,"iPad3,3"
516,2020-04-05,en,GB,"iPhone6,2"
517,2020-04-05,en,US,"iPhone6,1"
518,2020-04-07,en,US,"iPhone6,1"
519,2020-04-01,en,US,"iPhone7,2"
520,2020-04-05,en,US,"iPod5,1"
521,2020-04-01,en,DO,"iPad2,4"
522,2020-04-06,nb,NO,"iPhone6,2"
523,2020-04-04,en,BR,"iPhone4,1"
524,2020-04-01,en,KW,"iPhone6,2"
525,2020-04-04,en,GB,"iPad4,1"
526,2020-04-02,en,US,"iPhone7,2"
527,2020-04-04,en,US,"iPhone6,1"
528,2020-04-06,en,US,"iPhone7,2"
529,2020-04-06,nb,NO,"iPhone8,1"
530,2020-04-03,en,GB,"iPod5,1"
531,2020-04-06,en,US,"iPhone7,2"
532,2020-04-02,en,US,"iPhone7,2"
533,2020-04-01,en,GB,"iPhone8,1"
534,2020-04-06,en,US,"iPhone6,1"
535,2020-04-05,en,US,"iPhone6,1"
536,2020-04-04,de,TR,"iPhone5,2"
537,2020-04-04,ru,RU,"iPhone5,1"
538,2020-04-02,en,US,"iPhone7,1"
539,2020-04-03,en,AU,"iPad3,1"
540,2020-04-04,zh,HK,"iPhone8,1"
541,2020-04-05,en,TH,"iPad5,3"
542,2020-04-02,en,US,"iPhone6,1"
543,2020-04-02,en,US,"iPhone5,3"
544,2020-04-06,he,IL,"iPhone8,1"
545,2020-04-04,en,US,"iPhone5,3"
546,2020-04-04,en,US,"iPhone6,1"
547,2020-04-07,en,CA,"iPhone5,1"
548,2020-04-03,en,US,"iPhone7,2"
549,2020-04-06,en,US,"iPhone8,1"
550,2020-04-05,en,AU,"iPhone7,2"
551,2020-04-06,en,US,"iPad3,4"
552,2020-04-05,he,IL,"iPad4,1"
553,2020-04-06,en,US,"iPhone6,1"
554,2020-04-02,en,CA,"iPod5,1"
555,2020-04-01,en,US,"iPhone3,2"
556,2020-04-06,tr,TR,"iPhone7,2"
557,2020-04-03,en,GB,"iPhone6,2"
558,2020-04-06,en,CA,"iPhone7,2"
559,2020-04-04,en,ID,"iPhone6,1"
560,2020-04-07,en,JP,"iPhone7,2"
561,2020-04-06,en,US,"iPhone8,2"
562,2020-04-01,en,US,"iPhone5,3"
563,2020-04-03,en,US,"iPhone5,2"
564,2020-04-04,en,SG,"iPhone5,2"
565,2020-04-04,en,US,"iPod7,1"
566,2020-04-06,he,IL,"iPhone5,2"
567,2020-04-04,en,US,"iPod7,1"
568,2020-04-05,en,PH,"iPad4,1"
569,2020-04-06,en,GB,"iPhone7,2"
570,2020-04-04,he,IL,"iPhone6,2"
571,2020-04-07,en,US,"iPhone8,1"
572,2020-04-05,en,GE,"iPhone6,2"
573,2020-04-07,en,CA,"iPhone3,1"
574,2020-04-06,en,US,"iPhone7,2"
575,2020-04-06,en,US,"iPhone8,1"
576,2020-04-02,tr,TR,"iPhone4,1"
577,2020-04-05,ja,JP,"iPad4,1"
578,2020-04-05,en,US,"iPhone8,2"
579,2020-04-04,en,US,"iPhone8,2"
580,2020-04-06,en,US,"iPhone7,2"
581,2020-04-07,en,US,"iPad2,5"
582,2020-04-05,en,US,"iPhone8,1"
583,2020-04-05,en,GB,"iPad2,5"
584,2020-04-05,en,US,"iPhone5,3"
585,2020-04-06,en,US,"iPod4,1"
586,2020-04-07,en,US,"iPad3,4"
587,2020-04-05,en,US,"iPhone7,1"
588,2020-04-01,en,CA,"iPhone6,1"
589,2020-04-02,es,MX,"iPhone4,1"
590,2020-04-05,en,GB,"iPhone4,1"
591,2020-04-06,en,GB,"iPad4,4"
592,2020-04-05,en,US,"iPad2,5"
593,2020-04-06,pt,BR,"iPhone5,4"
594,2020-04-03,en,US,"iPhone7,2"
595,2020-04-01,en,CA,"iPhone7,2"
